Format Version,1.23,Take Name,Take 2025-12-17 06.07.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.07.01.513 PM,Capture Start Frame,10553788,Total Frames in Take,14436,Total Exported Frames,14436,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013
,ID,"19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
13449,112.075000,,,,1.951061,0.159790,-1.536036,,,,,,,,,,1.992460,0.067745,-1.427156
13450,112.083000,,,,1.951660,0.159649,-1.536572,,,,,,,,,,1.992462,0.067731,-1.427142
13451,112.092000,,,,1.952329,0.159479,-1.536937,,,,,,,,,,1.992485,0.067719,-1.427144
13452,112.100000,,,,1.953017,0.159477,-1.536911,,,,,,,,,,1.992473,0.067749,-1.427151
13453,112.108000,,,,1.953748,0.159522,-1.536481,,,,,,,,,,1.992456,0.067707,-1.427133
13454,112.117000,,,,1.954223,0.159516,-1.535822,,,,,,,,,,1.992476,0.067738,-1.427141
13455,112.125000,,,,1.954371,0.159492,-1.535138,,,,,,,,,,1.992482,0.067743,-1.427139
13456,112.133000,,,,1.954218,0.159461,-1.534504,,,,,,,,,,1.992490,0.067728,-1.427121
13457,112.142000,,,,1.953968,0.159527,-1.533866,,,,,,,,,,1.992470,0.067751,-1.427163
13458,112.150000,,,,1.953418,0.159471,-1.533484,,,,,,,,,,1.992478,0.067747,-1.427142
13459,112.158000,,,,1.952644,0.159510,-1.533304,,,,,,,,,,1.992470,0.067755,-1.427152
13460,112.167000,,,,1.951979,0.159607,-1.533532,,,,,,,,,,1.992458,0.067741,-1.427166
13461,112.175000,,,,1.951475,0.159696,-1.533970,,,,,,,,,,1.992469,0.067725,-1.427131
13462,112.183000,,,,1.951032,0.159717,-1.534570,,,,,,,,,,1.992475,0.067740,-1.427157
13463,112.192000,,,,1.950822,0.159726,-1.535292,,,,,,,,,,1.992478,0.067757,-1.427152
13464,112.200000,,,,1.950983,0.159841,-1.535894,,,,,,,,,,1.992487,0.067774,-1.427151
13465,112.208000,,,,1.951456,0.159727,-1.536443,,,,,,,,,,1.992471,0.067762,-1.427155
13466,112.217000,,,,1.952153,0.159542,-1.536887,,,,,,,,,,1.992469,0.067739,-1.427163
13467,112.225000,,,,1.952869,0.159474,-1.536996,,,,,,,,,,1.992460,0.067740,-1.427167
13468,112.233000,,,,1.953548,0.159530,-1.536641,,,,,,,,,,1.992467,0.067734,-1.427181
13469,112.242000,,,,1.954096,0.159511,-1.536016,,,,,,,,,,1.992465,0.067764,-1.427178
13470,112.250000,,,,1.954326,0.159426,-1.535314,,,,,,,,,,1.992453,0.067715,-1.427169
13471,112.258000,,,,1.954253,0.159435,-1.534695,,,,,,,,,,1.992465,0.067715,-1.427159
13472,112.267000,,,,1.954053,0.159537,-1.534055,,,,,,,,,,1.992463,0.067728,-1.427152
13473,112.275000,,,,1.953601,0.159473,-1.533563,,,,,,,,,,1.992451,0.067702,-1.427158
13474,112.283000,,,,1.952857,0.159454,-1.533298,,,,,,,,,,1.992464,0.067744,-1.427148
13475,112.292000,,,,1.952132,0.159555,-1.533432,,,,,,,,,,1.992489,0.067774,-1.427155
13476,112.300000,,,,1.951604,0.159683,-1.533856,,,,,,,,,,1.992465,0.067725,-1.427149
13477,112.308000,,,,1.951126,0.159681,-1.534421,,,,,,,,,,1.992470,0.067707,-1.427143
13478,112.317000,,,,1.950838,0.159708,-1.535124,,,,,,,,,,1.992468,0.067723,-1.427132
13479,112.325000,,,,1.950900,0.159786,-1.535717,,,,,,,,,,1.992468,0.067700,-1.427125
13480,112.333000,,,,1.951291,0.159729,-1.536305,,,,,,,,,,1.992452,0.067705,-1.427131
13481,112.342000,,,,1.951972,0.159574,-1.536798,,,,,,,,,,1.992453,0.067728,-1.427146
13482,112.350000,,,,1.952664,0.159489,-1.536996,,,,,,,,,,1.992439,0.067717,-1.427164
13483,112.358000,,,,1.953332,0.159465,-1.536781,,,,,,,,,,1.992448,0.067740,-1.427144
13484,112.367000,,,,1.953981,0.159500,-1.536171,,,,,,,,,,1.992462,0.067728,-1.427126
13485,112.375000,,,,1.954273,0.159456,-1.535487,,,,,,,,,,1.992436,0.067696,-1.427159
13486,112.383000,,,,1.954272,0.159433,-1.534874,,,,,,,,,,1.992440,0.067710,-1.427153
13487,112.392000,,,,1.954087,0.159482,-1.534228,,,,,,,,,,1.992435,0.067708,-1.427145
13488,112.400000,,,,1.953719,0.159495,-1.533655,,,,,,,,,,1.992449,0.067731,-1.427141
13489,112.408000,,,,1.953026,0.159460,-1.533314,,,,,,,,,,1.992452,0.067710,-1.427120
13490,112.417000,,,,1.952260,0.159548,-1.533317,,,,,,,,,,1.992434,0.067706,-1.427115
13491,112.425000,,,,1.951747,0.159663,-1.533705,,,,,,,,,,1.992451,0.067705,-1.427104
13492,112.433000,,,,1.951220,0.159672,-1.534189,,,,,,,,,,1.992454,0.067720,-1.427103
13493,112.442000,,,,1.950842,0.159697,-1.534891,,,,,,,,,,1.992434,0.067753,-1.427132
13494,112.450000,,,,1.950813,0.159792,-1.535568,,,,,,,,,,1.992416,0.067702,-1.427117
13495,112.458000,,,,1.951109,0.159768,-1.536151,,,,,,,,,,1.992406,0.067696,-1.427128
13496,112.467000,,,,1.951726,0.159606,-1.536655,,,,,,,,,,1.992417,0.067742,-1.427131
13497,112.475000,,,,1.952474,0.159497,-1.536968,,,,,,,,,,1.992410,0.067714,-1.427125
13498,112.483000,,,,1.953121,0.159471,-1.536855,,,,,,,,,,1.992411,0.067723,-1.427135
13499,112.492000,,,,1.953825,0.159506,-1.536277,,,,,,,,,,1.992414,0.067713,-1.427139
13500,112.500000,,,,1.954233,0.159471,-1.535667,,,,,,,,,,1.992410,0.067686,-1.427121
13501,112.508000,,,,1.954308,0.159416,-1.534994,,,,,,,,,,1.992418,0.067726,-1.427113
13502,112.517000,,,,1.954136,0.159475,-1.534368,,,,,,,,,,1.992433,0.067723,-1.427105
13503,112.525000,,,,1.953834,0.159502,-1.533767,,,,,,,,,,1.992419,0.067687,-1.427121
13504,112.533000,,,,1.953236,0.159425,-1.533402,,,,,,,,,,1.992435,0.067707,-1.427133
13505,112.542000,,,,1.952458,0.159523,-1.533299,,,,,,,,,,1.992437,0.067693,-1.427138
13506,112.550000,,,,1.951870,0.159640,-1.533640,,,,,,,,,,1.992424,0.067741,-1.427167
13507,112.558000,,,,1.951329,0.159676,-1.534096,,,,,,,,,,1.992428,0.067729,-1.427180
13508,112.567000,,,,1.950908,0.159729,-1.534779,,,,,,,,,,1.992460,0.067799,-1.427180
13509,112.575000,,,,1.950836,0.159774,-1.535433,,,,,,,,,,1.992460,0.067710,-1.427117
13510,112.583000,,,,1.951058,0.159783,-1.536005,,,,,,,,,,1.992438,0.067693,-1.427133
13511,112.592000,,,,1.951623,0.159658,-1.536559,,,,,,,,,,1.992455,0.067727,-1.427128
13512,112.600000,,,,1.952334,0.159517,-1.536941,,,,,,,,,,1.992470,0.067752,-1.427133
13513,112.608000,,,,1.952986,0.159474,-1.536933,,,,,,,,,,1.992468,0.067749,-1.427125
13514,112.617000,,,,1.953756,0.159547,-1.536470,,,,,,,,,,1.992476,0.067749,-1.427124
13515,112.625000,,,,1.954217,0.159486,-1.535805,,,,,,,,,,1.992467,0.067723,-1.427120
13516,112.633000,,,,1.954362,0.159468,-1.535148,,,,,,,,,,1.992465,0.067775,-1.427150
13517,112.642000,,,,1.954243,0.159488,-1.534495,,,,,,,,,,1.992483,0.067753,-1.427121
13518,112.650000,,,,1.953967,0.159551,-1.533896,,,,,,,,,,1.992471,0.067771,-1.427140
13519,112.658000,,,,1.953466,0.159487,-1.533465,,,,,,,,,,1.992483,0.067756,-1.427131
13520,112.667000,,,,1.952690,0.159510,-1.533297,,,,,,,,,,1.992494,0.067744,-1.427111
13521,112.675000,,,,1.951992,0.159571,-1.533506,,,,,,,,,,1.992452,0.067731,-1.427163
13522,112.683000,,,,1.951472,0.159691,-1.533944,,,,,,,,,,1.992477,0.067708,-1.427129
13523,112.692000,,,,1.951021,0.159700,-1.534572,,,,,,,,,,1.992449,0.067717,-1.427167
13524,112.700000,,,,1.950829,0.159737,-1.535311,,,,,,,,,,1.992477,0.067692,-1.427135
13525,112.708000,,,,1.950983,0.159781,-1.535886,,,,,,,,,,1.992471,0.067712,-1.427148
13526,112.717000,,,,1.951462,0.159671,-1.536443,,,,,,,,,,1.992464,0.067719,-1.427179
13527,112.725000,,,,1.952152,0.159512,-1.536911,,,,,,,,,,1.992465,0.067713,-1.427171
13528,112.733000,,,,1.952863,0.159460,-1.537008,,,,,,,,,,1.992449,0.067715,-1.427174
13529,112.742000,,,,1.953550,0.159517,-1.536657,,,,,,,,,,1.992450,0.067714,-1.427175
13530,112.750000,,,,1.954108,0.159508,-1.536027,,,,,,,,,,1.992464,0.067749,-1.427183
13531,112.758000,,,,1.954334,0.159496,-1.535345,,,,,,,,,,1.992464,0.067739,-1.427177
13532,112.767000,,,,1.954269,0.159473,-1.534706,,,,,,,,,,1.992478,0.067741,-1.427159
13533,112.775000,,,,1.954056,0.159510,-1.534076,,,,,,,,,,1.992481,0.067733,-1.427157
13534,112.783000,,,,1.953592,0.159487,-1.533585,,,,,,,,,,1.992459,0.067700,-1.427174
13535,112.792000,,,,1.952865,0.159486,-1.533324,,,,,,,,,,1.992476,0.067744,-1.427171
13536,112.800000,,,,1.952166,0.159601,-1.533425,,,,,,,,,,1.992487,0.067735,-1.427163
13537,112.808000,,,,1.951608,0.159721,-1.533863,,,,,,,,,,1.992494,0.067747,-1.427164
13538,112.817000,,,,1.951137,0.159714,-1.534440,,,,,,,,,,1.992473,0.067749,-1.427187
13539,112.825000,,,,1.950849,0.159753,-1.535178,,,,,,,,,,1.992465,0.067749,-1.427183
13540,112.833000,,,,1.950922,0.159799,-1.535772,,,,,,,,,,1.992472,0.067729,-1.427169
13541,112.842000,,,,1.951313,0.159728,-1.536345,,,,,,,,,,1.992478,0.067717,-1.427162
13542,112.850000,,,,1.951999,0.159553,-1.536842,,,,,,,,,,1.992474,0.067723,-1.427156
13543,112.858000,,,,1.952688,0.159452,-1.537030,,,,,,,,,,1.992457,0.067703,-1.427182
13544,112.867000,,,,1.953372,0.159484,-1.536793,,,,,,,,,,1.992462,0.067733,-1.427181
13545,112.875000,,,,1.954033,0.159519,-1.536167,,,,,,,,,,1.992496,0.067737,-1.427164
13546,112.883000,,,,1.954328,0.159478,-1.535497,,,,,,,,,,1.992460,0.067697,-1.427168
13547,112.892000,,,,1.954322,0.159420,-1.534865,,,,,,,,,,1.992481,0.067729,-1.427144
13548,112.900000,,,,1.954131,0.159506,-1.534203,,,,,,,,,,1.992491,0.067740,-1.427169
13549,112.908000,,,,1.953733,0.159521,-1.533661,,,,,,,,,,1.992486,0.067745,-1.427159
13550,112.917000,,,,1.953057,0.159462,-1.533363,,,,,,,,,,1.992473,0.067737,-1.427169
13551,112.925000,,,,1.952269,0.159583,-1.533402,,,,,,,,,,1.992474,0.067740,-1.427199
13552,112.933000,,,,1.951740,0.159694,-1.533766,,,,,,,,,,1.992476,0.067726,-1.427168
13553,112.942000,,,,1.951232,0.159692,-1.534253,,,,,,,,,,1.992484,0.067706,-1.427144
13554,112.950000,,,,1.950875,0.159700,-1.534967,,,,,,,,,,1.992486,0.067755,-1.427120
13555,112.958000,,,,1.950883,0.159759,-1.535591,,,,,,,,,,1.992481,0.067716,-1.427132
13556,112.967000,,,,1.951191,0.159777,-1.536186,,,,,,,,,,1.992480,0.067731,-1.427164
13557,112.975000,,,,1.951803,0.159600,-1.536708,,,,,,,,,,1.992482,0.067733,-1.427159
13558,112.983000,,,,1.952524,0.159472,-1.536993,,,,,,,,,,1.992454,0.067702,-1.427166
13559,112.992000,,,,1.953165,0.159464,-1.536877,,,,,,,,,,1.992460,0.067745,-1.427172
13560,113.000000,,,,1.953895,0.159545,-1.536304,,,,,,,,,,1.992461,0.067735,-1.427157
13561,113.008000,,,,1.954284,0.159488,-1.535641,,,,,,,,,,1.992470,0.067705,-1.427134
13562,113.017000,,,,1.954350,0.159441,-1.534989,,,,,,,,,,1.992460,0.067732,-1.427144
13563,113.025000,,,,1.954168,0.159474,-1.534366,,,,,,,,,,1.992463,0.067722,-1.427119
13564,113.033000,,,,1.953834,0.159479,-1.533734,,,,,,,,,,1.992460,0.067735,-1.427141
13565,113.042000,,,,1.953237,0.159456,-1.533396,,,,,,,,,,1.992451,0.067736,-1.427159
13566,113.050000,,,,1.952443,0.159539,-1.533318,,,,,,,,,,1.992464,0.067716,-1.427155
13567,113.058000,,,,1.951854,0.159625,-1.533642,,,,,,,,,,1.992466,0.067760,-1.427171
13568,113.067000,,,,1.951347,0.159719,-1.534095,,,,,,,,,,1.992456,0.067708,-1.427142
13569,113.075000,,,,1.950909,0.159695,-1.534788,,,,,,,,,,1.992434,0.067744,-1.427169
13570,113.083000,,,,1.950833,0.159780,-1.535441,,,,,,,,,,1.992455,0.067733,-1.427149
13571,113.092000,,,,1.951064,0.159814,-1.536026,,,,,,,,,,1.992444,0.067734,-1.427160
13572,113.100000,,,,1.951610,0.159649,-1.536570,,,,,,,,,,1.992439,0.067740,-1.427134
13573,113.108000,,,,1.952307,0.159483,-1.536968,,,,,,,,,,1.992431,0.067729,-1.427167
13574,113.117000,,,,1.952987,0.159455,-1.536951,,,,,,,,,,1.992432,0.067733,-1.427160
13575,113.125000,,,,1.953712,0.159513,-1.536477,,,,,,,,,,1.992432,0.067733,-1.427148
13576,113.133000,,,,1.954174,0.159498,-1.535813,,,,,,,,,,1.992452,0.067727,-1.427132
13577,113.142000,,,,1.954330,0.159459,-1.535159,,,,,,,,,,1.992428,0.067711,-1.427155
13578,113.150000,,,,1.954215,0.159480,-1.534512,,,,,,,,,,1.992460,0.067711,-1.427125
13579,113.158000,,,,1.953954,0.159552,-1.533885,,,,,,,,,,1.992454,0.067767,-1.427164
13580,113.167000,,,,1.953414,0.159478,-1.533465,,,,,,,,,,1.992458,0.067754,-1.427132
13581,113.175000,,,,1.952640,0.159500,-1.533271,,,,,,,,,,1.992450,0.067749,-1.427131
13582,113.183000,,,,1.951976,0.159595,-1.533506,,,,,,,,,,1.992453,0.067722,-1.427143
13583,113.192000,,,,1.951452,0.159709,-1.533965,,,,,,,,,,1.992450,0.067699,-1.427108
13584,113.200000,,,,1.950987,0.159690,-1.534597,,,,,,,,,,1.992430,0.067672,-1.427143
13585,113.208000,,,,1.950812,0.159732,-1.535259,,,,,,,,,,1.992452,0.067717,-1.427130
13586,113.217000,,,,1.950961,0.159781,-1.535876,,,,,,,,,,1.992448,0.067701,-1.427136
13587,113.225000,,,,1.951423,0.159672,-1.536445,,,,,,,,,,1.992445,0.067700,-1.427147
13588,113.233000,,,,1.952126,0.159521,-1.536875,,,,,,,,,,1.992451,0.067734,-1.427144
13589,113.242000,,,,1.952830,0.159448,-1.536981,,,,,,,,,,1.992451,0.067736,-1.427140
13590,113.250000,,,,1.953540,0.159511,-1.536643,,,,,,,,,,1.992433,0.067704,-1.427139
13591,113.258000,,,,1.954061,0.159506,-1.536009,,,,,,,,,,1.992430,0.067724,-1.427160
13592,113.267000,,,,1.954315,0.159479,-1.535322,,,,,,,,,,1.992461,0.067748,-1.427145
13593,113.275000,,,,1.954231,0.159437,-1.534679,,,,,,,,,,1.992463,0.067736,-1.427129
13594,113.283000,,,,1.954037,0.159525,-1.534053,,,,,,,,,,1.992462,0.067783,-1.427168
13595,113.292000,,,,1.953584,0.159490,-1.533556,,,,,,,,,,1.992453,0.067748,-1.427162
13596,113.300000,,,,1.952820,0.159452,-1.533314,,,,,,,,,,1.992457,0.067758,-1.427165
13597,113.308000,,,,1.952117,0.159584,-1.533426,,,,,,,,,,1.992444,0.067741,-1.427160
13598,113.317000,,,,1.951578,0.159685,-1.533847,,,,,,,,,,1.992458,0.067727,-1.427151
13599,113.325000,,,,1.951121,0.159688,-1.534405,,,,,,,,,,1.992462,0.067745,-1.427161
13600,113.333000,,,,1.950819,0.159723,-1.535110,,,,,,,,,,1.992450,0.067737,-1.427139
13601,113.342000,,,,1.950885,0.159800,-1.535750,,,,,,,,,,1.992443,0.067719,-1.427129
13602,113.350000,,,,1.951263,0.159752,-1.536330,,,,,,,,,,1.992453,0.067723,-1.427145
13603,113.358000,,,,1.951945,0.159558,-1.536817,,,,,,,,,,1.992457,0.067752,-1.427161
13604,113.367000,,,,1.952639,0.159485,-1.537032,,,,,,,,,,1.992429,0.067696,-1.427181
13605,113.375000,,,,1.953336,0.159498,-1.536786,,,,,,,,,,1.992433,0.067761,-1.427166
13606,113.383000,,,,1.954000,0.159524,-1.536185,,,,,,,,,,1.992451,0.067703,-1.427156
13607,113.392000,,,,1.954284,0.159475,-1.535516,,,,,,,,,,1.992438,0.067715,-1.427167
13608,113.400000,,,,1.954298,0.159473,-1.534866,,,,,,,,,,1.992457,0.067727,-1.427157
13609,113.408000,,,,1.954085,0.159507,-1.534244,,,,,,,,,,1.992457,0.067740,-1.427154
13610,113.417000,,,,1.953721,0.159504,-1.533660,,,,,,,,,,1.992470,0.067754,-1.427171
13611,113.425000,,,,1.953047,0.159461,-1.533361,,,,,,,,,,1.992451,0.067719,-1.427171
13612,113.433000,,,,1.952272,0.159529,-1.533362,,,,,,,,,,1.992460,0.067722,-1.427173
13613,113.442000,,,,1.951736,0.159663,-1.533761,,,,,,,,,,1.992466,0.067734,-1.427167
13614,113.450000,,,,1.951247,0.159720,-1.534253,,,,,,,,,,1.992475,0.067748,-1.427155
13615,113.458000,,,,1.950859,0.159714,-1.534953,,,,,,,,,,1.992486,0.067753,-1.427153
13616,113.467000,,,,1.950866,0.159784,-1.535578,,,,,,,,,,1.992473,0.067737,-1.427116
13617,113.475000,,,,1.951164,0.159781,-1.536170,,,,,,,,,,1.992477,0.067738,-1.427126
13618,113.483000,,,,1.951773,0.159609,-1.536675,,,,,,,,,,1.992483,0.067739,-1.427146
13619,113.492000,,,,1.952525,0.159486,-1.537004,,,,,,,,,,1.992474,0.067751,-1.427141
13620,113.500000,,,,1.953179,0.159505,-1.536883,,,,,,,,,,1.992467,0.067758,-1.427145
13621,113.508000,,,,1.953881,0.159562,-1.536316,,,,,,,,,,1.992460,0.067735,-1.427159
13622,113.517000,,,,1.954287,0.159485,-1.535673,,,,,,,,,,1.992490,0.067745,-1.427156
13623,113.525000,,,,1.954345,0.159469,-1.534994,,,,,,,,,,1.992450,0.067742,-1.427165
13624,113.533000,,,,1.954161,0.159469,-1.534388,,,,,,,,,,1.992466,0.067728,-1.427131
13625,113.542000,,,,1.953861,0.159555,-1.533757,,,,,,,,,,1.992478,0.067752,-1.427153
13626,113.550000,,,,1.953235,0.159446,-1.533406,,,,,,,,,,1.992472,0.067732,-1.427146
13627,113.558000,,,,1.952469,0.159517,-1.533318,,,,,,,,,,1.992477,0.067739,-1.427157
13628,113.567000,,,,1.951883,0.159634,-1.533646,,,,,,,,,,1.992468,0.067766,-1.427153
13629,113.575000,,,,1.951367,0.159704,-1.534087,,,,,,,,,,1.992462,0.067708,-1.427147
13630,113.583000,,,,1.950917,0.159696,-1.534759,,,,,,,,,,1.992467,0.067739,-1.427147
13631,113.592000,,,,1.950840,0.159764,-1.535412,,,,,,,,,,1.992465,0.067713,-1.427130
13632,113.600000,,,,1.951043,0.159805,-1.536024,,,,,,,,,,1.992457,0.067741,-1.427135
13633,113.608000,,,,1.951621,0.159655,-1.536566,,,,,,,,,,1.992447,0.067708,-1.427140
13634,113.617000,,,,1.952309,0.159499,-1.536952,,,,,,,,,,1.992444,0.067711,-1.427138
13635,113.625000,,,,1.952971,0.159454,-1.536929,,,,,,,,,,1.992451,0.067761,-1.427143
13636,113.633000,,,,1.953722,0.159510,-1.536478,,,,,,,,,,1.992456,0.067707,-1.427127
13637,113.642000,,,,1.954182,0.159503,-1.535824,,,,,,,,,,1.992439,0.067703,-1.427139
13638,113.650000,,,,1.954324,0.159466,-1.535151,,,,,,,,,,1.992452,0.067762,-1.427159
13639,113.658000,,,,1.954212,0.159476,-1.534528,,,,,,,,,,1.992454,0.067726,-1.427130
13640,113.667000,,,,1.953958,0.159541,-1.533870,,,,,,,,,,1.992445,0.067735,-1.427157
13641,113.675000,,,,1.953403,0.159447,-1.533476,,,,,,,,,,1.992449,0.067725,-1.427125
13642,113.683000,,,,1.952651,0.159478,-1.533283,,,,,,,,,,1.992464,0.067712,-1.427117
13643,113.692000,,,,1.951977,0.159585,-1.533465,,,,,,,,,,1.992449,0.067731,-1.427145
13644,113.700000,,,,1.951478,0.159694,-1.533926,,,,,,,,,,1.992461,0.067717,-1.427133
13645,113.708000,,,,1.951023,0.159691,-1.534562,,,,,,,,,,1.992470,0.067716,-1.427130
13646,113.717000,,,,1.950828,0.159724,-1.535271,,,,,,,,,,1.992469,0.067725,-1.427129
13647,113.725000,,,,1.950972,0.159790,-1.535860,,,,,,,,,,1.992474,0.067726,-1.427117
13648,113.733000,,,,1.951438,0.159708,-1.536427,,,,,,,,,,1.992468,0.067711,-1.427133
13649,113.742000,,,,1.952132,0.159519,-1.536859,,,,,,,,,,1.992471,0.067719,-1.427131
13650,113.750000,,,,1.952846,0.159451,-1.536980,,,,,,,,,,1.992451,0.067702,-1.427137
13651,113.758000,,,,1.953555,0.159502,-1.536626,,,,,,,,,,1.992456,0.067701,-1.427132
13652,113.767000,,,,1.954098,0.159497,-1.535990,,,,,,,,,,1.992456,0.067742,-1.427141
13653,113.775000,,,,1.954338,0.159469,-1.535301,,,,,,,,,,1.992465,0.067737,-1.427143
13654,113.783000,,,,1.954261,0.159433,-1.534667,,,,,,,,,,1.992462,0.067719,-1.427131
13655,113.792000,,,,1.954046,0.159498,-1.534042,,,,,,,,,,1.992461,0.067751,-1.427136
13656,113.800000,,,,1.953596,0.159459,-1.533532,,,,,,,,,,1.992470,0.067719,-1.427138
13657,113.808000,,,,1.952852,0.159485,-1.533317,,,,,,,,,,1.992459,0.067732,-1.427146
13658,113.817000,,,,1.952125,0.159566,-1.533407,,,,,,,,,,1.992459,0.067738,-1.427144
13659,113.825000,,,,1.951590,0.159688,-1.533843,,,,,,,,,,1.992475,0.067728,-1.427129
13660,113.833000,,,,1.951114,0.159704,-1.534415,,,,,,,,,,1.992465,0.067715,-1.427136
13661,113.842000,,,,1.950830,0.159693,-1.535101,,,,,,,,,,1.992456,0.067691,-1.427124
13662,113.850000,,,,1.950899,0.159793,-1.535728,,,,,,,,,,1.992457,0.067715,-1.427128
13663,113.858000,,,,1.951279,0.159741,-1.536304,,,,,,,,,,1.992456,0.067732,-1.427118
13664,113.867000,,,,1.951975,0.159547,-1.536813,,,,,,,,,,1.992463,0.067705,-1.427121
13665,113.875000,,,,1.952649,0.159463,-1.536993,,,,,,,,,,1.992447,0.067702,-1.427150
13666,113.883000,,,,1.953368,0.159505,-1.536759,,,,,,,,,,1.992451,0.067720,-1.427146
13667,113.892000,,,,1.954014,0.159543,-1.536167,,,,,,,,,,1.992457,0.067718,-1.427110
13668,113.900000,,,,1.954300,0.159472,-1.535486,,,,,,,,,,1.992443,0.067709,-1.427132
13669,113.908000,,,,1.954302,0.159450,-1.534841,,,,,,,,,,1.992464,0.067734,-1.427143
13670,113.917000,,,,1.954117,0.159512,-1.534205,,,,,,,,,,1.992467,0.067743,-1.427125
13671,113.925000,,,,1.953733,0.159524,-1.533643,,,,,,,,,,1.992458,0.067732,-1.427151
13672,113.933000,,,,1.953056,0.159470,-1.533311,,,,,,,,,,1.992473,0.067723,-1.427129
13673,113.942000,,,,1.952274,0.159556,-1.533371,,,,,,,,,,1.992459,0.067719,-1.427167
13674,113.950000,,,,1.951739,0.159675,-1.533752,,,,,,,,,,1.992460,0.067719,-1.427154
13675,113.958000,,,,1.951224,0.159698,-1.534257,,,,,,,,,,1.992470,0.067731,-1.427156
13676,113.967000,,,,1.950879,0.159721,-1.534960,,,,,,,,,,1.992478,0.067746,-1.427150
13677,113.975000,,,,1.950879,0.159780,-1.535586,,,,,,,,,,1.992466,0.067709,-1.427157
13678,113.983000,,,,1.951180,0.159766,-1.536191,,,,,,,,,,1.992464,0.067730,-1.427138
13679,113.992000,,,,1.951805,0.159607,-1.536703,,,,,,,,,,1.992456,0.067725,-1.427134
13680,114.000000,,,,1.952540,0.159495,-1.536993,,,,,,,,,,1.992453,0.067710,-1.427186
13681,114.008000,,,,1.953193,0.159482,-1.536866,,,,,,,,,,1.992467,0.067716,-1.427162
13682,114.017000,,,,1.953889,0.159527,-1.536307,,,,,,,,,,1.992472,0.067723,-1.427128
13683,114.025000,,,,1.954285,0.159489,-1.535669,,,,,,,,,,1.992458,0.067706,-1.427150
13684,114.033000,,,,1.954342,0.159448,-1.535014,,,,,,,,,,1.992451,0.067722,-1.427148
13685,114.042000,,,,1.954171,0.159484,-1.534382,,,,,,,,,,1.992449,0.067709,-1.427151
13686,114.050000,,,,1.953832,0.159508,-1.533752,,,,,,,,,,1.992461,0.067742,-1.427153
13687,114.058000,,,,1.953249,0.159433,-1.533431,,,,,,,,,,1.992472,0.067745,-1.427152
13688,114.067000,,,,1.952459,0.159506,-1.533331,,,,,,,,,,1.992463,0.067710,-1.427173
13689,114.075000,,,,1.951859,0.159612,-1.533668,,,,,,,,,,1.992485,0.067751,-1.427173
13690,114.083000,,,,1.951347,0.159688,-1.534118,,,,,,,,,,1.992486,0.067721,-1.427153
13691,114.092000,,,,1.950914,0.159686,-1.534806,,,,,,,,,,1.992479,0.067726,-1.427155
13692,114.100000,,,,1.950834,0.159716,-1.535425,,,,,,,,,,1.992475,0.067705,-1.427133
13693,114.108000,,,,1.951069,0.159767,-1.536030,,,,,,,,,,1.992447,0.067696,-1.427149
13694,114.117000,,,,1.951635,0.159609,-1.536571,,,,,,,,,,1.992456,0.067679,-1.427137
13695,114.125000,,,,1.952336,0.159465,-1.536917,,,,,,,,,,1.992447,0.067714,-1.427110
13696,114.133000,,,,1.952984,0.159428,-1.536917,,,,,,,,,,1.992431,0.067699,-1.427122
13697,114.142000,,,,1.953706,0.159482,-1.536445,,,,,,,,,,1.992420,0.067691,-1.427118
13698,114.150000,,,,1.954172,0.159484,-1.535806,,,,,,,,,,1.992435,0.067706,-1.427136
13699,114.158000,,,,1.954329,0.159479,-1.535141,,,,,,,,,,1.992424,0.067726,-1.427148
13700,114.167000,,,,1.954201,0.159469,-1.534489,,,,,,,,,,1.992447,0.067721,-1.427122
